key_base64	source_base64	official_english_base64	translation_base64
Y2hhcmFjdGVyMDQtMDU=	44OG44Ot44Oq44K544OI44Gu5a6555aR44GM44GL44GR44KJ44KM44Gf44Ko44Op44Op44Gu5o2c5p+744Gu44Gf44KB44CB5a6H5a6Z6Ii544Gr5LmX44KK6L6844G/44CB5Ya35YeN552h55yg6KOF572u44Gr57Sw5bel44KS44GX44Gf44CC	Qm9hcmRlZCB0aGUgc2hpcCB0byBpbnZlc3RpZ2F0ZSBFbGFyYSwgc3VzcGVjdGVkIG9mIHRlcnJvcmlzbSwgYW5kIHRhbXBlcmVkIHdpdGggdGhlIGNyeW9zbGVlcCBlcXVpcG1lbnQu	7YWM65+s66as7Iqk7Yq4IO2YkOydmOulvCDrsJvripQg7JeY6528652866W8IOyImOyCrO2VmOq4sCDsnITtlbQg7Jqw7KO87ISg7JeQIOyYrOudvCDrg4nrj5kg7IiY66m0IOyepey5mOyXkCDshpDsnYQg64yU64ukLg==
Y2hhcmFjdGVyMTAtMDA=	PGVsYXJhPuOBruWtpueUn+aZguS7o+OBruWPi+S6uuOAgg==	QSBmcmllbmQgb2YgPGVsYXJhPidzIGZyb20gdGhlaXIgc2Nob29sIGRheXMu	PGVsYXJhPuydmCDtlZnssL0g7Iuc7KCIIOy5nOq1rC4=
Y2hhcmFjdGVyMTAtMDE=	5LiA5peP44Go44KC44Gp44KC5Zyw55CD44KS6Zui44KM44KL44GT44Go44Gr44CCPGVsYXJhPuOBqOOBr+OBneOCjOOBjeOCiuS8muOBo+OBpuOBhOOBquOBhOOAgg==	TGVmdCBFYXJ0aCBhbG9uZyB3aXRoIGEgZmV3IGZhbWlseSBtZW1iZXJzLiBOZXZlciBzYXcgPGVsYXJhPiBhZ2FpbiBhZnRlciB0aGF0Lg==	7J287KGx6rO8IO2VqOq7mCDsp4Dqtazrpbwg65ag64Ks64ukLiA8ZWxhcmE+7JmA64qUIOq3uCDrkqTroZwg66eM64KY7KeAIOuqu+2WiOuLpC4=
Y2hhcmFjdGVyMTEtMDA=	5Zyw55CD44KS5Ye644Gf44GC44Go44GuPGVsYXJhPuOBruWPi+S6uuOAgg==	QSBmcmllbmQgb2YgPGVsYXJhPidzIGZyb20gYWZ0ZXIgbGVhdmluZyBFYXJ0aC4=	7KeA6rWs66W8IOuWoOuCnCDrkqQg7JWM6rKMIOuQnCA8ZWxhcmE+7J2YIOy5nOq1rC4=
Y2hhcmFjdGVyMTEtMDE=	PGVsYXJhPuOBqOWQjOOBmOeglOeptuaJgOOBp+WDjeOBjeOAgeS4gOe3kuOBq+ODhuODreOBruioiOeUu+OCkueri+OBpuOBn+OAgg==	V29ya2VkIGF0IHRoZSBzYW1lIHJlc2VhcmNoIGluc3RpdHV0ZSBhcyA8ZWxhcmE+IGFuZCBoZWxwZWQgcGxhbiB0aGUgdGVycm9yaXN0IGF0dGFjayB0b2dldGhlci4=	PGVsYXJhPuyZgCDqsJnsnYAg7Jew6rWs7IaM7JeQ7IScIOydvO2VmOupsCDtlajqu5gg7YWM65+sIOqzhO2ajeydhCDshLjsm6Dri6Qu
Y2hhcmFjdGVyMTEtMDI=	44OG44Ot5a6f6KGM44GL44KJ54++5Zyo44G+44Gn44CBPGVsYXJhPuOBqOOBqOOCguOBq+ihjOWLleOBl+OBpuOBhOOCi+OAgg==	SGFzIHN0YXllZCBieSA8ZWxhcmE+J3Mgc2lkZSBmcm9tIHRoZSBtb21lbnQgb2YgdGhlIGF0dGFjayB1cCB0byB0aGUgcHJlc2VudC4=	7YWM65+sIOyLpO2WiSDrlYzrtoDthLAg7ZiE7J6s6rmM7KeAIDxlbGFyYT7smYAg7ZWo6ruYIO2WieuPme2VmOqzoCDsnojri6Qu
Y2hhcmFjdGVyMTItMDA=	PHpvZT7jga7mnKvjgaPlrZDjga7lprnjgII=	PHpvZT4ncyB5b3VuZ2VzdCBzaXN0ZXIu	PHpvZT7snZgg66eJ64K0IOyXrOuPmeyDnS4=
Y2hhcmFjdGVyMTItMDE=	5Yqj5oKq44Gq5oOR5pif55Kw5aKD44Gu44Gf44KB44CB5bm844GP44GX44Gm5ZG944KS6JC944Go44GZ44CC	TG9zdCBoZXIgbGlmZSBhdCBhIHlvdW5nIGFnZSBkdWUgdG8gdGhlIHBsYW5ldCdzIGhhcnNoIGVudmlyb25tZW50Lg==	7Je07JWF7ZWcIO2WieyEsSDtmZjqsr0g65WM66y47JeQIOyWtOumsCDrgpjsnbTsl5Ag66qp7Iio7J2EIOyeg+uKlOuLpC4=
Y2hhcmFjdGVyMTMtMDA=	PHpvZT7jgYzlh7rkvJrjgaPjgZ/lsJHlubTjgII=	QSBib3kgPHpvZT4gbWV0Lg==	PHpvZT7qsIAg66eM64KcIOyGjOuFhC4=
Y2hhcmFjdGVyMTMtMDE=	6KOV56aP44Gq5oOR5pif44Gu5Ye66Lqr44Gn44CB6Kaq44Gu5LuV5LqL44Gr44Gk44GE44GmPHpvZT7jga7kvY/jgoDmg5HmmJ/jgavjgoTjgaPjgabjgY3jgZ/jgII=	Q2FtZSBmcm9tIGEgd2VhbHRoeSBwbGFuZXQsIGJyb3VnaHQgYWxvbmcgYnkgaGlzIGZhdGhlciBmb3Igd29yayB0byB0aGUgcGxhbmV0IHdoZXJlIDx6b2U+IGxpdmVkLg==	67aA7Jyg7ZWcIO2WieyEsSDstpzsi6DsnLzroZwg67aA66qo7J2YIOydvOydhCDrlLDrnbwgPHpvZT7qsIAg7IKs64qUIO2WieyEseyXkCDsmZTri6Qu
Y2hhcmFjdGVyMTMtMDI=	6Kaq44Gu5LuV5LqL44GM57WC44KP44KK44CBPHpvZT7jgavpgKPntaHjgZnjgovjgZPjgajjgarjgY/mg5HmmJ/jgpLljrvjgovjgII=	TGVmdCB0aGUgcGxhbmV0IHdpdGhvdXQgY29udGFjdGluZyA8em9lPiBvbmNlIGhpcyBmYXRoZXIncyB3b3JrIHdhcyBmaW5pc2hlZC4=	67aA66qo7J2YIOydvOydtCDrgZ3rgpjsnpAgPHpvZT7sl5Dqsowg7Jew65297ZWY7KeAIOyViuqzoCDtlonshLHsnYQg65ag64Ks64ukLg==
Y2hhcmFjdGVyMTQtMDA=	552A5Lu744GX44Gf5oOR5pif44Gn44CBPGthdHJpbmE+44GM5Ye65Lya44Gj44Gf6Z2S5bm044CC	QSB5b3VuZyBtYW4gPGthdHJpbmE+IG1ldCB3aGlsZSB3b3JraW5nIG9uIGEgbmV3IHBsYW5ldC4=	67aA7J6E7ZWcIO2WieyEseyXkOyEnCA8a2F0cmluYT7qsIAg66eM64KcIOyyreuFhC4=
Y2hhcmFjdGVyMTQtMDE=	55Sw6IiO44GL44KJ6aaW6YO944Gr5Ye644Gm44GN44Gm44CB6Zu75rCX5oqA5bir44KS44GX44Gm44GE44KL44CC	Q2FtZSB0byB0aGUgY2FwaXRhbCBmcm9tIHRoZSBjb3VudHJ5c2lkZSBhbmQgd29ya3MgYXMgYW4gZWxlY3RyaWNpYW4u	7Iuc6rOo7JeQ7IScIOyImOuPhOuhnCDsmKzrnbzsmYAg7KCE6riwIOq4sOyIoOyekOuhnCDsnbztlZjqs6Ag7J6I64ukLg==
Y2hhcmFjdGVyMTQtMDI=	6aaW6YO944Gu44OQ44Kk44Kq44OG44Ot44Gu44GC44Go44CB55Sf5q2744Gv56K66KqN44GV44KM44Gm44GE44Gq44GE44CC	SGlzIGZhdGUgcmVtYWlucyB1bmNvbmZpcm1lZCBhZnRlciB0aGUgYmlvdGVycm9yaXN0IGF0dGFjayBvbiB0aGUgY2FwaXRhbC4=	7IiY64+E7J2YIOuwlOydtOyYpO2FjOufrCDsnbTtm4Qg7IOd7IKs64qUIO2ZleyduOuQmOyngCDslYrslZjri6Qu
Y2hhcmFjdGVyMTUtMDA=	PHdhbHRlcj7jga7lhYPlkIzlg5rjgII=	QSBmb3JtZXIgY29sbGVhZ3VlIG9mIDx3YWx0ZXI+J3Mu	PHdhbHRlcj7snZgg7KCEIOuPmeujjC4=
Y2hhcmFjdGVyMTUtMDE=	PHdhbHRlcj7jgYzoq5zloLHlk6HjgavjgarjgaPjgZ/jgZPjgajjga/nn6XjgonjgarjgYTjgII=	VW5hd2FyZSB0aGF0IDx3YWx0ZXI+IGJlY2FtZSBhbiBpbnRlbGxpZ2VuY2Ugb3BlcmF0aXZlLg==	PHdhbHRlcj7qsIAg7KCV67O07JuQ7J20IOuQnCDsgqzsi6TsnYAg66qo66W464ukLg==
Y2hhcmFjdGVyMTYtMDA=	PHdhbHRlcj7jgYzmvZzlhaXjgZfjgZ/jgqLjg5Hjg7zjg4jjga7pmqPlrqTjgavkvY/jgoDlsJHlpbPjgII=	QSBnaXJsIHdobyBsaXZlcyBuZXh0IGRvb3IgdG8gdGhlIGFwYXJ0bWVudCA8d2FsdGVyPiBpcyB1bmRlcmNvdmVyIGluLg==	PHdhbHRlcj7qsIAg7J6g7J6F7ZWcIOyVhO2MjO2KuCDsmIbrsKnsl5Ag7IKs64qUIOyGjOuFgC4=
Y2hhcmFjdGVyMTYtMDE=	54i26Kaq44Gv44GK44KJ44Ga44CB5q+N44KC5a6244KS56m644GR44GM44Gh44Gn44CB5LiA5Lq644Gn6YGO44GU44GZ44GT44Go44GM5aSa44GE44CC	SGFzIG5vIGZhdGhlciwgYW5kIGhlciBtb3RoZXIgaXMgb2Z0ZW4gYXdheSBmcm9tIGhvbWUsIHNvIHNoZSBzcGVuZHMgbW9zdCBvZiBoZXIgdGltZSBhbG9uZS4=	7JWE67KE7KeA64qUIOyXhuqzoCDslrTrqLjri4jrj4Qg7KeR7J2EIOyekOyjvCDruYTsm4wg7Zi87J6QIOyngOuCtOuKlCDqsr3smrDqsIAg66eO64ukLg==
Y2hhcmFjdGVyMTYtMDI=	PHdhbHRlcj7jgajmlbXlr77li6Llipvjgajjga7kuqTmiKbjgavlt7vjgY3ovrzjgb7jgozjgIHlkb3jgpLokL3jgajjgZnjgII=	TG9zZXMgaGVyIGxpZmUsIGNhdWdodCBpbiB0aGUgY3Jvc3NmaXJlIGJldHdlZW4gPHdhbHRlcj4gYW5kIGhvc3RpbGUgZm9yY2VzLg==	PHdhbHRlcj7smYAg7KCB64yAIOyEuOugpeydmCDqtZDsoITsl5Ag7ZyY66eQ66CkIOuqqeyIqOydhCDsnoPripTri6Qu
Y2hhcmFjdGVyMTctMDA=	PGxpYW0+44GM5a+G6Iiq44GX44KI44GG44Go44GX44Gf5a6H5a6Z6Ii544Gu6Ii56ZW344CC	VGhlIGNhcHRhaW4gb2YgdGhlIHNwYWNlc2hpcCA8bGlhbT4gdHJpZWQgdG8gc3RvdyBhd2F5IG9uLg==	PGxpYW0+7J20IOuwgO2Vre2VmOugpCDtlojrjZgg7Jqw7KO87ISg7J2YIOyEoOyepS4=
Y2hhcmFjdGVyMTctMDE=	44KC44Go44Gv5YWs5Za244Gu6YGL6YCB5Lya56S+44Gr5Yuk44KB44Gm44GE44Gf44GM44CB6YCA6IG344GX5rCR6ZaT44Gu5a6H5a6Z6Ii544KS6YGL5Za244GX44Gm44GE44KL44CC	Rm9ybWVybHkgd29ya2VkIGZvciBhIHN0YXRlLXJ1biBzaGlwcGluZyBjb21wYW55IGJlZm9yZSByZXRpcmluZyB0byBydW4gYSBwcml2YXRlIHNwYWNlc2hpcC4=	7JuQ656YIOqzteyYgSDsmrTshqEg7ZqM7IKs7JeQ7IScIOydvO2WiOyngOunjCDth7Tsp4Eg7ZuEIOuvvOqwhCDsmrDso7zshKDsnYQg7Jq07JiB7ZWY6rOgIOyeiOuLpC4=
Y2hhcmFjdGVyMTctMDI=	4pSA4pSA44Go44GE44GG44Gu44GvPGxpYW0+44Gr5qSN44GI5LuY44GR44KJ44KM44Gf5YG944Gu6KiY5oa244Gn44CB6Ii56ZW344Gv44ON44Oq44OD44K144Go44GE44GG5Lq654mp44Gn44Gv44Gq44GE44CC	Li4uIFRoaXMsIGhvd2V2ZXIsIGlzIGEgZmFsc2UgbWVtb3J5IGltcGxhbnRlZCBpbiA8bGlhbT4ncyBtaW5kLiBOZXJpc3NhIGlzbid0IGFjdHVhbGx5IHRoZSBzaGlwJ3MgY2FwdGFpbi4=	4pSA4pSA652864qUIOqyg+ydgCA8bGlhbT7sl5Dqsowg7KO87J6F65CcIOqxsOynkyDquLDslrXsnbTrqbAsIOyEoOyepeydgCDrhKTrpqzsgqzrnbzripQg7J2466y87J20IOyVhOuLiOuLpC4=
Y2hhcmFjdGVyMTctMDM=	PGxpYW0+44Gu5o2c5p+75a6Y44Go44GX44Gm44Gu5LiK5Y+444GM44ON44Oq44OD44K144Go44GE44GG5ZCN44Gn44GC44KK44CB5YG954mp44Gu6KiY5oa244Gr55m75aC044GZ44KL5b285aWz44Gu44OR44O844K944OK44Oq44OG44Kj44Gu5qC55bm544Gr44Gq44Gj44Gm44GE44KL44CC	TmVyaXNzYSBpcyBpbiBmYWN0IDxsaWFtPidzIHN1cGVyaW9yIGFzIGFuIGludmVzdGlnYXRvci4gVGhlIGNhcHRhaW4gaW4gPGxpYW0+J3MgZmFsc2UgbWVtb3JpZXMgaXMgbW9kZWxlZCBhZnRlciBoZXIu	PGxpYW0+7J2YIOyImOyCrOq0gCDsi5zsoIgg7IOB7IKs6rCAIOuEpOumrOyCrOudvOuKlCDsnbTrpoTsnbTrqbAsIOqxsOynkyDquLDslrXsl5Ag65Ox7J6l7ZWY64qUIOq3uOuFgOydmCDsnbjqsqnsnYQg7J2066Oo64qUIOuwlO2DleydtCDrkJjsl4jri6Qu
PHNhbmE+	44K144OK	U2FuYQ==	7IKs64KY
PG5vcmE+	44OO44O844Op	Tm9yYQ==	64W46528
PGtheWE+	44Kr44Ok	S2F5YQ==	7Lm07JW8
PGt1c2hhbmE+	44Kv44K344Oj44OK	S3VzaGFuYQ==	7L+g7IOk64KY
PGl2YW4+	44Kk44O044Kh44Oz	SXZhbg==	7J2067CY
PGxhcnJ5Pg==	44Op44Oq44O8	TGFycnk=	656Y66as
PGNoZXNjYT4=	44OB44Kn44K544Kr	Q2hlc2Nh	7LK07Iqk7Lm0
PG5lcmlzc2E+	44ON44Oq44OD44K1	TmVyaXNzYQ==	64Sk66as7IKs
